UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL515032,0,0,0,23,3,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,3,3,32,5,0,30,4,19,0,4,0,45,18,163
UCL515033,0,0,0,66,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,98,0,3,27,9,19,0,0,0,3,22,190
UCL515034,0,0,0,26,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,0,0,0,0,0,0,3,5,32,11,3,30,12,38,0,16,5,124,34,305
UCL515035,0,0,0,15,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,6,0,4,18,6,0,37,0,10,6,14,4,65,10,179
UCL515036,0,0,0,17,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,3,5,6,26,10,5,42,5,29,7,20,9,137,18,303
UCL515037,3,0,0,46,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,17,7,11,0,0,3,0,10,107
UCL515038,3,3,0,17,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,9,3,14,36,19,5,30,6,29,5,34,4,169,28,362
UCL521001,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,12,0,11,5,15,3,59
UCL521002,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,8,0,8,0,9,0,44,8,112
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,3,4,6,5,7,0,0,0,12,0,8,0,63,10,116
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,17,0,29
UCL521005,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,3,3,20,7,4,19,8,3,4,6,3,35,15,125
UCL521006,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,3,5,11,3,3,15,6,12,0,10,3,48,12,133
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,5,7,0,3,0,26,0,67
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,3,0,4,0,19,3,57
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,11,0,10,0,26,5,64
UCL521010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,3,10,4,3,5,43,10,98
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,4,0,4,0,10,12,63
UCL521012,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,16,0,14,0,7,3,28,11,89
UCL521013,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,13,4,5,0,23,10,84
UCL521014,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,6,5,21,0,0,12,0,17,3,9,0,28,14,98
UCL521015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,15,0,9,0,3,0,33,5,100
UCL521016,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,14,0,11,0,4,0,18,10,66
UCL521017,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,5,20,3,0,9,0,6,0,10,0,9,9,70
UCL521018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,5,7,0,3,0,20,4,63
UCL521019,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,5,25,3,0,13,5,9,0,7,0,37,9,105
UCL521020,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,5,4,8,6,0,9,4,14,0,11,8,59,12,124
UCL521021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,3,0,3,13,5,0,11,0,12,0,12,0,46,13,103
UCL521022,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,17,0,0,3,3,4,10,9,70
UCL521023,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,11,0,7,0,19,5,60
UCL521024,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,4,0,8,0,3,0,29,0,74
UCL521025,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,5,0,5,15,8,0,7,6,12,3,6,0,27,14,101
UCL521026,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,3,0,3,15,5,0,13,3,18,0,8,0,21,6,94
UCL521027,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,8,0,14,0,0,0,12,3,60
UCL521028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,19,0,8,0,6,0,41,3,100
UCL521029,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,10,0,8,3,10,4,26,3,91
UCL521030,0,4,0,10,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,6,0,6,0,7,0,43,10,108
UCL521031,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,8,0,7,0,0,0,18,12,52
UCL521032,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,3,23,4,3,4,0,4,0,0,0,12,8,54
UCL521033,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,8,0,0,0,12,0,37
UCL521034,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,18,0,11,0,9,0,28,7,96
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,5,0,5,0,8,0,37,8,78
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,4,0,0,8,0,23,7,59
UCL521037,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,9,0,17,0,9,0,51,9,103
UCL521038,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,8,0,8,0,4,6,51,10,101
UCL521039,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,16,0,5,0,14,5,45,13,112
UCL521040,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13,3,11,0,0,3,12,5,91
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,11,0,0,3,9,0,27,9,67
UCL521043,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,15,4,3,0,6,0,17,10,80
UCL521044,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,5,0,10,0,14,4,47,8,104
UCL521045,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,10,0,9,5,31,3,76
UCL521046,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,7,7,0,7,0,23,0,58
UCL521047,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,14,0,3,0,8,0,14,3,68
UCL521048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,16,0,12,4,9,0,69,8,128
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,18,3,34
UCL521050,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,12,0,4,3,8,0,19,4,82
UCL521051,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,14,0,15,0,3,0,19,4,87
UCL521052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,3,0,0,0,9,0,36
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,13
UCL522002,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,7,0,0,22,4,48
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,7,0,11
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL522006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,3,0,23,3,52
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,3,0,0,0,11,0,30
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,5,0,9,0,28
UCL522009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,0,3,0,7,5,36
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,3,11,0,26
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,6,0,3,0,5,0,3,0,47
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6,0,0,5,0,4,0,34,0,66
UCL522013,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,8,0,5,0,23,0,45
UCL522014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,6,8,22
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,19
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,4,5,0,0,15,0,41
UCL522017,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,0,6,0,7,0,23,7,66
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,11
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,10,3,25
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,3,0,15
UCL522021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,5,0,5,0,0,0,20,3,45
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,11,3,34
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,9,0,13,0,42
UCL522024,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,5,4,32,3,63
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,7,10,3,0,0,3,0,5,0,22,6,59
UCL522026,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,4,0,43,4,74
UCL522027,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,14,6,47
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,14,0,24
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,3,35
UCL522030,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,5,0,3,0,5,0,29
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,6,0,35,4,64
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,8,3,29
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,5,0,16,0,35
UCL522037,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,4,0,9,4,32
UCL522038,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,13,0,0,0,0,0,12,4,56
UCL522039,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,3,0,0,0,9,4,35
UCL522040,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,28,9,51
UCL522041,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,0,3,0,0,0,21,8,47
UCL522042,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,7,0,0,0,0,3,27
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,19
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,4,13
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,12
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,4,0,0,4,11,4,32
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,8,0,4,0,0,0,13,10,39
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,3,0,16,6,38
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,5,24
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,5,0,9,0,21,4,55
UCL522051,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,3,4,0,6,0,15,4,41
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,8,0,14
UCL522055,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,3,6,0,0,0,7,3,35
UCL522056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,8,4,6,0,10,5,33
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,5,0,16
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,5,0,11,5,28
UCL522059,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,4,0,17,0,43
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,3,0,3,0,9,6,25,8,61
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7
UCL522064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
UCL522065,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,3,0,0,0,5,0,26
UCL522066,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,3,0,0,0,10,5,45
UCL522067,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,17
UCL522068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,4,0,8,0,3,4,11,9,50
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,3,32
UCL522070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,3,0,3,5,20,4,44
UCL522071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,4,24
UCL531001,31,129,0,1905,23,10,6,25,7,24,3,18,12,50,1394,1567,55,19,29,29,4,15,3,9,6,114,129,406,3883,1296,285,3007,377,1870,239,1459,324,5496,1625,19878
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,11,126,5,1678,12,3,0,5,7,7,3,14,9,51,678,789,4,9,5,5,0,3,4,6,0,100,88,216,3944,1449,152,3198,284,1741,209,1872,259,7558,886,21554
UCL611001,5,35,0,511,4,0,0,4,3,13,0,0,3,16,298,345,3,0,0,3,0,0,0,4,0,38,44,108,1637,526,46,1407,128,689,82,729,87,3025,395,8739
UCL612001,0,12,0,96,0,0,0,0,0,0,0,0,0,8,112,125,0,0,0,0,0,0,0,0,0,16,17,35,346,108,17,304,31,204,18,161,30,919,153,2287
UCL612002,0,15,0,92,0,0,0,0,0,3,0,3,0,18,88,113,0,0,5,0,0,0,0,3,0,18,17,49,402,126,27,389,34,224,20,225,40,1268,131,2883
UCL613001,0,0,0,50,0,0,0,0,0,0,0,3,0,15,62,82,0,0,0,0,0,0,0,0,0,11,10,31,164,62,17,190,21,121,19,125,22,827,81,1653
UCL614001,0,3,0,22,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,7,109,44,5,87,11,51,10,50,13,216,27,619
UCL614002,0,0,0,13,0,0,0,0,0,0,0,0,0,3,31,34,0,0,0,0,0,0,0,0,0,6,6,14,107,26,4,87,9,66,5,43,5,272,49,682
UCL614003,0,4,0,24,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,0,0,0,0,0,0,5,5,15,83,26,4,82,7,58,7,36,13,381,50,750
UCL615001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,3,10,8,3,22,3,8,0,12,0,51,11,117
UCL615002,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,17,3,13,3,19,5,126,6,215
UCL615003,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,34,5,12,7,23,3,84,12,211
UCL615004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,6,3,11,0,11,6,56,5,112
UCL615005,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,4,3,44,13,3,32,0,18,3,32,5,167,12,340
UCL615006,0,3,0,6,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,4,25,9,0,10,4,15,5,15,4,80,9,175
UCL615007,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,22,0,16,4,23,4,70,11,176
UCL615008,0,0,0,9,0,0,0,0,0,0,0,0,0,3,16,22,0,0,0,0,0,0,0,0,0,4,3,9,57,10,0,60,11,47,7,52,11,277,28,565
UCL615009,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,3,0,4,55,20,0,41,3,22,0,13,4,100,14,270
UCL615010,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,3,7,40,11,0,29,9,12,5,16,3,94,21,225
UCL615011,0,4,0,10,0,0,0,0,0,0,0,0,0,4,18,25,0,0,0,0,0,0,0,0,0,5,8,14,82,14,8,63,12,35,6,43,3,273,30,574
UCL615012,0,4,0,13,0,0,0,0,0,0,0,0,0,4,13,17,0,0,0,0,0,0,0,0,0,4,0,4,107,18,3,80,7,36,4,33,3,217,16,521
UCL615013,0,3,0,15,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,8,0,10,76,22,0,62,9,33,0,32,0,232,25,493
UCL615014,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,3,51,14,0,38,3,12,0,15,3,98,10,246
