UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL113007,36,11,10,0,0,0,61,6,3,3,0,0,0,13,11,0,4,0,3,0,18,11,3,9,0,0,0,18,16,6,5,3,3,0,36,15,3,11,0,5,0,38,16,16,10,0,6,0,45,16,22,21,3,9,0,74,28,30,12,6,8,0,80,26,30,17,5,4,0,82,14,32,7,9,4,0,66,30,86,24,17,7,0,153,24,44,11,0,9,0,90,22,32,13,3,5,0,69,39,113,27,11,7,0,199,41,178,44,10,7,0,275,32,44,23,3,4,0,102,14,23,15,0,0,0,58,27,39,17,5,8,0,87,411,727,272,72,70,3,1560
UCL113008,6,7,4,3,4,0,24,0,0,0,0,0,0,11,6,4,0,0,6,0,21,12,0,0,4,4,0,19,11,9,4,5,7,0,34,19,18,4,13,4,0,62,31,31,22,9,11,6,105,34,36,17,5,12,3,113,29,39,19,15,10,0,106,28,37,21,0,4,0,97,14,19,5,0,0,0,45,18,38,14,3,10,0,79,9,20,0,0,0,0,32,7,11,3,0,0,0,13,15,30,9,5,3,0,55,11,18,8,5,3,0,45,4,4,6,0,0,0,13,0,0,0,0,3,0,8,15,16,4,6,4,0,37,278,350,133,73,76,13,918
UCL113009,18,4,9,0,4,0,37,5,0,3,0,3,0,11,9,3,3,0,4,0,22,7,5,5,3,3,0,16,11,9,6,4,7,0,38,13,12,7,5,3,0,45,33,18,19,8,7,0,86,36,38,19,12,3,0,100,24,38,16,14,4,0,96,41,67,26,8,7,0,143,19,64,11,6,3,0,98,45,95,30,12,9,0,186,16,65,14,4,0,0,101,10,42,15,0,0,0,71,21,71,24,11,3,0,142,37,69,26,10,5,0,148,12,14,11,0,0,0,41,4,4,4,0,0,0,16,21,37,15,0,0,0,79,393,652,255,89,89,9,1480
UCL113010,9,6,7,0,0,0,24,3,0,0,0,0,0,10,16,3,3,0,6,0,26,9,3,0,0,6,0,20,9,4,0,0,0,0,28,21,18,7,10,8,0,57,20,20,9,8,3,0,60,39,32,12,7,9,0,101,35,49,7,6,11,0,103,38,78,16,11,10,0,156,41,56,10,3,3,0,118,44,81,22,16,0,0,159,14,46,0,9,0,0,69,4,12,5,6,0,0,27,16,51,16,0,0,0,81,12,34,8,0,0,0,55,11,12,0,0,0,0,24,3,4,0,0,6,0,9,14,27,5,4,0,0,50,365,540,138,76,49,5,1178
UCL113011,14,5,7,5,4,0,27,5,3,4,0,0,0,5,10,5,7,0,4,0,23,9,0,3,0,0,0,21,19,17,4,6,11,0,51,20,24,15,5,9,0,76,40,37,13,9,7,0,99,42,52,13,22,4,3,138,39,71,19,17,8,0,151,58,66,21,14,4,0,154,16,31,16,7,0,0,74,28,51,18,3,3,0,108,6,16,3,0,0,0,30,0,11,4,0,0,0,13,9,25,10,5,3,0,49,10,29,5,0,0,0,53,0,3,4,3,0,0,13,7,4,0,0,0,0,16,22,19,15,3,5,0,69,346,478,176,97,60,3,1167
UCL113012,26,9,11,3,6,0,49,13,4,6,0,0,0,22,17,4,0,0,0,0,28,15,0,4,0,0,0,24,17,7,10,0,5,0,38,18,11,11,3,8,0,48,22,12,9,3,14,0,62,20,19,12,3,11,0,76,27,28,9,3,5,0,74,24,36,19,9,4,0,95,23,37,7,3,7,0,83,45,70,18,4,13,0,154,20,37,11,4,0,0,66,20,12,9,3,0,0,46,20,66,26,0,3,0,111,38,57,16,4,6,0,121,18,25,6,0,0,0,50,9,8,5,0,0,0,31,26,20,9,4,11,0,68,419,469,209,58,88,3,1251
UCL113013,13,4,3,0,4,0,28,9,3,0,0,0,0,10,10,3,4,0,6,0,17,7,4,5,0,5,0,16,27,14,10,5,3,0,62,18,15,11,14,5,0,67,41,36,10,12,9,0,110,51,56,32,24,15,5,179,46,65,21,15,13,0,157,59,89,22,18,13,0,202,28,46,12,6,3,0,103,37,58,22,4,12,0,139,10,20,12,0,0,0,44,6,8,4,0,0,0,22,16,23,10,3,3,0,59,5,17,3,0,3,0,30,0,11,3,0,0,0,17,3,5,0,0,0,0,4,11,21,13,7,5,0,57,410,500,201,111,102,8,1330
UCL113014,22,11,8,0,0,0,50,3,0,0,0,0,0,4,6,10,0,0,4,0,18,3,4,4,0,0,0,17,17,7,3,4,6,0,36,12,21,10,10,8,0,61,30,27,5,10,3,3,81,43,60,29,22,14,0,167,71,74,15,14,9,3,189,59,112,28,13,11,0,225,38,87,16,11,3,0,158,56,112,43,18,6,0,238,18,48,16,5,5,0,87,15,28,4,0,0,0,45,33,67,17,7,0,0,130,24,46,15,0,7,0,92,14,14,15,0,0,0,44,3,7,0,0,0,0,10,36,40,16,6,9,0,103,502,778,240,122,85,15,1736
UCL113015,25,8,5,0,4,0,37,12,4,8,0,0,0,19,15,3,0,0,0,0,20,12,0,9,0,5,0,24,20,11,5,5,0,0,30,24,20,6,4,4,0,63,17,23,10,13,5,0,65,30,24,14,12,14,0,88,25,35,12,14,15,0,102,32,56,10,6,12,0,109,26,49,10,11,4,0,94,41,52,17,0,8,0,111,15,25,4,0,0,0,47,5,6,5,0,0,0,24,19,26,3,0,3,0,55,15,22,4,4,0,0,49,8,4,0,0,5,0,17,3,3,0,0,0,0,6,31,12,12,3,7,0,70,369,374,127,66,93,9,1035
UCL113016,20,4,0,0,4,0,33,8,6,3,0,0,0,17,18,7,0,5,3,0,33,15,4,6,0,6,0,40,24,12,14,10,8,6,75,40,32,14,16,8,0,116,40,49,29,11,12,0,142,68,73,34,35,27,0,235,51,56,22,12,18,0,162,31,61,12,12,6,0,129,22,43,7,8,0,0,84,25,47,5,3,4,0,92,17,15,5,0,0,0,34,6,8,0,0,3,0,19,14,14,3,7,0,0,46,10,12,3,0,0,0,34,9,6,5,0,0,0,12,0,0,0,0,0,0,8,28,18,9,0,9,0,64,442,473,181,135,118,8,1369
UCL113017,33,5,8,0,4,0,50,17,6,0,0,0,0,20,8,7,5,3,3,0,31,14,9,0,3,0,0,27,16,12,12,4,0,0,38,31,3,18,9,6,0,60,25,21,17,13,14,0,86,33,36,19,10,5,0,101,25,37,14,3,6,0,82,21,39,15,13,7,0,94,25,43,8,3,0,0,78,37,58,12,8,4,0,117,22,32,7,3,0,0,68,8,24,4,0,0,0,39,25,53,8,0,0,0,89,25,43,16,0,0,0,93,10,8,8,4,0,0,31,8,6,3,0,0,0,20,21,19,10,3,5,0,67,400,460,177,89,61,4,1197
UCL113018,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,9,10,3,7,0,3,0,23,4,6,0,0,0,0,22,7,16,4,6,3,0,34,8,3,3,0,3,0,21,7,17,6,0,0,0,29,10,9,4,0,0,0,20,7,10,7,0,0,0,22,0,8,0,0,0,0,10,4,3,0,0,0,0,3,6,8,0,0,0,0,13,4,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,4,0,0,0,18,80,116,29,10,11,0,250
UCL114001,11,0,3,0,0,0,20,5,0,0,0,0,0,0,4,0,0,0,0,0,3,5,3,0,0,0,0,8,11,3,0,0,0,0,16,11,4,3,3,8,0,25,8,7,5,3,5,0,26,13,17,9,5,7,0,56,7,14,0,5,0,0,38,14,23,8,0,0,0,52,11,21,4,3,6,0,40,12,27,3,0,4,0,42,7,11,6,0,0,0,24,3,3,0,5,0,0,13,7,14,7,7,0,0,32,8,16,4,5,0,0,27,0,0,0,0,0,0,5,6,0,0,5,0,0,3,6,11,0,3,3,0,34,145,184,65,44,36,0,473
UCL114002,14,0,0,0,0,0,25,7,0,4,0,0,0,9,9,0,0,0,0,0,13,7,0,0,0,0,0,14,16,3,3,0,3,0,32,12,3,3,0,0,0,22,16,5,3,4,0,0,38,10,9,7,0,3,0,33,9,12,9,3,4,0,38,21,21,8,5,3,0,56,11,13,10,0,3,0,39,15,17,6,3,3,0,47,4,11,3,0,0,0,24,0,0,0,0,0,0,13,11,13,0,4,0,0,27,10,19,4,0,0,0,26,6,4,0,0,0,0,8,0,0,3,0,0,0,5,16,3,3,0,3,0,23,206,152,63,26,28,4,476
UCL114003,3,0,8,0,0,0,16,0,0,0,0,0,0,6,11,5,3,0,4,0,20,8,0,0,6,0,0,18,22,12,7,8,10,3,60,31,30,14,11,13,0,92,37,46,15,12,10,0,115,58,72,12,13,12,0,161,26,52,15,7,3,0,96,18,41,7,4,4,0,74,10,5,5,0,3,0,28,16,6,10,0,0,0,36,4,4,0,0,0,0,11,0,0,0,0,0,0,4,3,3,0,0,0,0,10,6,6,6,0,0,0,12,0,0,0,0,0,0,4,3,0,0,0,0,0,5,8,9,5,5,0,0,37,274,292,108,64,68,6,816
UCL114004,7,4,7,0,6,0,16,4,0,0,3,0,0,7,9,8,3,3,0,0,19,9,3,3,0,4,0,13,23,7,3,3,0,0,37,9,25,4,6,3,0,50,20,47,9,6,9,0,87,10,34,14,7,4,0,73,18,23,3,5,5,0,60,19,24,8,3,3,0,57,7,9,3,0,0,0,29,8,26,8,0,0,0,47,7,0,7,0,0,0,16,0,6,0,0,0,0,10,0,12,0,0,0,0,8,3,6,0,0,5,0,15,0,7,0,0,0,0,6,3,0,0,0,0,0,4,6,11,4,0,7,0,30,178,244,80,35,55,0,589
UCL114005,8,0,0,0,0,0,9,0,0,0,0,0,0,7,7,3,0,0,3,0,13,7,4,0,0,0,0,15,7,16,9,3,4,0,38,34,35,4,10,0,0,72,19,26,6,5,3,0,68,22,30,13,9,4,0,73,5,26,5,5,0,0,47,8,17,6,0,0,0,34,5,5,0,0,0,0,14,11,10,8,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,3,0,0,0,8,5,3,0,0,0,0,3,0,0,0,0,0,0,5,10,6,0,0,0,0,24,153,195,58,32,25,0,461
UCL114006,10,3,5,0,4,0,14,0,0,0,0,0,0,0,7,3,3,0,0,0,18,6,0,0,0,0,0,7,6,6,5,0,6,0,26,25,28,5,6,8,0,71,21,32,10,10,6,3,73,17,26,13,7,8,0,67,17,15,8,3,0,0,49,10,22,8,8,0,0,50,5,9,7,0,0,0,25,12,8,4,0,0,0,29,3,4,4,0,0,0,9,0,0,0,0,0,0,3,0,6,0,0,0,0,9,12,0,0,0,0,0,11,0,6,4,0,0,0,12,0,0,0,0,0,0,4,13,12,4,3,5,0,34,170,174,74,39,41,5,501
UCL114007,6,3,0,0,3,0,16,6,0,3,0,0,0,10,12,4,4,0,4,0,24,5,3,3,0,0,0,16,18,13,6,4,5,0,47,32,40,12,12,11,0,99,30,40,11,7,7,6,95,22,40,14,4,3,0,88,22,37,10,7,6,0,80,16,22,10,3,4,0,58,4,13,9,0,0,0,30,9,17,3,5,0,0,41,0,7,0,0,0,0,5,5,5,0,0,0,0,5,0,8,0,0,0,0,14,4,7,4,0,0,0,11,0,0,0,0,0,0,3,0,4,0,0,0,0,5,11,9,8,5,4,0,36,206,269,102,56,42,13,685
UCL114008,8,0,0,0,0,0,15,0,0,0,0,0,0,6,8,7,4,4,0,0,21,9,6,4,3,4,0,32,29,21,7,8,4,0,65,33,32,12,11,8,0,94,42,37,4,3,6,5,105,19,22,5,6,5,3,61,13,31,9,5,5,0,55,7,26,5,3,3,0,48,8,3,5,0,3,0,22,12,8,6,0,0,0,26,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,7,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,10,7,0,0,0,21,207,223,72,44,38,6,597
UCL114009,7,10,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,12,7,4,0,0,0,0,11,9,12,3,0,5,0,26,8,14,0,7,0,0,32,15,29,9,0,0,3,51,26,56,4,9,0,0,94,25,77,14,3,6,0,130,24,69,15,5,3,0,111,32,90,15,9,3,0,146,11,48,3,0,0,0,61,0,12,0,0,6,0,16,8,31,6,0,0,0,42,10,16,3,0,0,0,29,5,8,4,0,0,0,11,0,12,5,0,0,0,13,9,12,3,0,0,0,31,198,498,86,36,23,7,839
UCL114010,4,13,0,0,4,0,20,0,0,0,0,0,0,6,5,4,0,0,9,0,11,8,8,0,6,4,0,20,21,15,6,7,5,0,60,23,26,8,11,5,0,79,26,29,6,8,0,0,77,34,24,12,11,7,0,88,22,36,10,3,3,0,80,10,27,9,3,4,0,51,6,17,5,0,0,0,29,8,18,7,0,4,0,39,3,7,0,0,0,0,17,0,3,4,0,0,0,4,6,12,0,0,0,0,18,3,4,4,0,0,0,15,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,8,0,4,3,0,25,188,260,78,63,53,0,641
UCL114011,0,0,0,0,0,0,4,3,0,0,3,0,0,11,11,3,0,0,4,0,16,6,3,3,0,0,0,16,20,20,5,14,6,0,62,18,26,7,12,4,0,63,20,22,4,10,0,0,58,17,11,3,6,0,0,34,4,9,0,0,0,0,19,9,8,0,0,0,0,19,0,10,4,0,0,0,17,0,4,0,0,0,0,9,7,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,10,9,0,0,0,0,23,131,139,40,45,32,0,379
UCL114012,0,3,0,3,0,0,10,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,9,5,0,4,0,3,0,13,3,7,0,0,0,0,13,6,12,0,6,6,0,23,8,19,4,0,0,0,36,21,29,3,3,3,0,54,25,37,3,3,0,0,65,23,69,8,7,0,0,108,28,82,11,5,0,0,124,45,67,3,3,0,0,121,76,163,18,7,5,0,272,63,192,17,9,5,0,292,12,37,12,4,0,0,65,7,25,8,0,0,0,42,10,23,4,0,3,0,42,335,770,97,57,24,9,1289
UCL114013,8,0,0,3,3,0,13,0,0,0,0,0,0,10,13,4,0,3,0,0,19,5,0,0,3,0,0,14,12,5,7,0,3,0,31,16,26,9,5,0,0,58,22,34,10,9,5,0,81,32,50,12,11,4,0,102,21,57,5,10,4,0,101,21,51,12,12,0,0,96,6,29,6,3,0,0,47,10,32,3,0,0,0,50,4,7,0,4,0,0,18,0,3,0,0,0,0,6,11,17,4,0,0,0,29,3,13,0,0,5,0,17,6,3,0,0,0,0,8,0,6,4,0,0,0,9,11,18,0,9,3,0,41,209,352,67,68,38,10,736
UCL114014,7,3,3,3,4,0,23,0,0,0,0,0,0,9,0,4,5,0,0,0,7,0,4,3,0,6,0,14,3,8,3,0,3,0,11,5,3,8,0,8,0,25,3,15,7,0,8,0,28,8,14,9,0,9,0,34,13,11,15,0,3,0,44,7,33,16,4,4,0,63,3,27,8,0,4,0,52,21,50,23,8,0,0,101,14,28,7,7,0,0,51,5,36,8,0,0,0,50,32,99,18,3,6,0,161,42,144,26,4,6,0,225,13,60,3,0,3,0,77,4,11,5,0,4,0,28,19,24,9,3,8,0,66,219,565,181,41,53,0,1062
UCL114015,9,4,0,0,0,0,13,0,0,0,0,0,0,3,11,0,3,0,6,0,14,10,5,0,7,3,0,25,9,22,10,6,10,0,62,24,49,12,10,6,3,102,46,71,10,18,15,0,160,49,44,23,13,11,4,138,19,36,8,4,0,0,77,14,24,3,0,0,0,42,3,12,5,0,0,0,20,11,21,10,0,6,0,42,4,7,0,0,0,0,7,0,0,3,0,0,0,9,4,3,4,0,0,0,10,3,6,0,0,0,0,6,6,4,0,0,0,0,8,0,0,0,0,0,0,0,11,7,0,3,7,0,26,237,309,103,67,54,12,776
UCL114016,12,4,0,0,0,0,20,6,0,0,0,0,0,4,6,5,3,0,0,0,15,4,6,0,4,0,0,18,12,23,0,0,3,0,33,24,27,4,5,9,0,67,30,39,14,8,5,0,94,25,38,6,11,3,0,84,29,26,8,0,4,0,67,19,19,6,0,3,0,45,6,15,9,0,0,0,28,19,26,13,3,5,0,63,7,8,8,0,0,0,27,0,3,0,0,0,0,3,4,9,8,0,0,0,27,4,10,6,0,0,0,25,0,4,0,0,0,0,6,0,4,0,0,0,0,3,17,17,3,13,3,0,50,207,280,91,54,35,7,682
UCL114017,15,9,7,0,5,0,33,6,0,0,0,0,0,7,8,5,0,0,0,0,13,8,0,4,0,0,0,4,5,11,3,0,0,0,19,14,11,5,3,0,0,29,13,12,3,5,5,0,38,10,7,6,4,0,0,29,5,19,8,0,0,0,34,18,15,5,6,4,0,45,14,18,4,4,3,0,43,24,39,8,11,8,0,91,6,25,6,4,0,0,43,3,16,6,4,0,0,34,22,58,8,8,0,4,97,37,92,16,15,0,0,159,11,28,9,4,3,0,56,10,19,7,4,0,0,34,17,20,11,4,5,0,53,241,397,115,63,28,5,850
UCL114018,15,0,0,0,0,0,25,9,0,0,0,0,0,5,12,3,0,4,0,0,17,8,3,0,0,0,0,9,13,3,0,0,0,0,23,20,3,5,4,0,0,37,19,5,6,0,8,0,39,24,21,14,5,0,0,63,20,15,5,3,3,0,48,26,34,5,7,6,0,72,13,25,9,0,3,0,48,28,33,21,3,6,0,91,16,11,3,0,0,0,37,4,12,0,0,0,0,20,12,25,6,0,0,0,43,9,26,3,4,0,0,38,16,10,0,0,0,0,26,3,0,0,0,0,0,9,20,9,8,0,0,0,38,277,235,90,43,37,6,687
UCL114019,6,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,14,7,14,4,3,0,0,28,11,21,11,0,0,0,43,14,38,8,3,5,0,67,30,36,11,8,0,0,77,12,19,6,3,0,0,48,22,29,5,4,0,0,64,11,9,0,0,0,0,22,14,3,0,0,0,0,26,0,5,0,0,0,0,9,3,8,0,0,0,0,9,0,5,0,0,0,0,12,8,3,0,0,0,0,17,4,3,0,0,0,0,9,0,0,0,0,0,0,0,13,10,12,0,5,0,34,158,217,70,34,21,3,495
UCL114020,8,7,9,6,4,0,29,5,0,0,0,4,0,11,9,0,4,0,0,0,11,0,3,0,0,4,0,8,8,0,0,0,0,0,14,12,7,0,0,0,0,29,16,21,7,0,9,0,46,13,15,11,0,8,0,51,18,15,11,4,4,0,50,19,29,11,8,10,0,78,18,38,10,0,5,0,75,23,52,18,5,5,0,102,15,39,12,0,0,0,70,13,23,6,0,0,0,42,30,66,17,0,5,0,113,38,53,18,5,4,0,108,6,23,5,0,0,0,37,7,22,8,0,0,0,32,12,14,10,0,6,0,38,264,426,143,37,63,9,942
UCL114021,14,4,3,3,0,0,31,3,0,0,0,0,0,9,13,0,4,0,3,0,21,4,0,3,5,0,0,16,11,6,5,3,0,0,26,10,7,6,7,5,0,29,15,15,14,8,10,0,66,20,30,13,18,3,0,78,20,46,11,8,3,0,94,39,54,15,10,10,0,134,28,44,15,9,12,0,119,43,77,16,14,6,0,151,14,24,8,6,0,0,56,10,16,3,0,0,0,33,22,24,4,0,10,0,62,16,29,11,0,7,0,58,5,3,0,0,0,0,7,4,0,0,0,0,0,9,13,16,9,4,5,0,54,303,406,146,104,82,10,1046
UCL114022,9,0,3,0,0,0,12,8,0,0,0,0,0,8,8,0,0,0,0,0,12,4,4,0,4,0,0,17,6,7,4,0,0,0,14,20,7,7,4,7,0,42,8,4,6,0,3,0,23,13,21,5,5,0,0,49,20,15,7,4,0,0,46,19,11,9,3,4,0,40,12,13,0,4,0,0,23,7,15,3,0,0,0,26,0,0,3,0,0,0,3,0,3,0,0,0,0,8,0,11,0,0,3,0,13,3,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,10,4,4,0,0,21,147,120,52,26,30,0,377
UCL114023,0,0,0,0,4,0,5,6,0,0,0,0,0,5,0,0,0,0,0,0,6,0,4,0,0,0,0,8,8,7,0,3,0,0,22,19,7,3,4,3,0,41,21,14,6,3,5,0,54,26,36,9,7,9,0,84,13,41,13,4,9,0,74,16,26,9,0,0,0,55,3,12,3,3,0,0,30,7,20,12,0,0,0,34,0,0,0,0,0,0,6,0,4,4,0,0,0,9,6,3,3,0,0,0,9,0,12,6,0,0,0,16,3,3,0,0,0,0,4,0,0,0,0,0,0,0,14,7,3,0,4,0,30,150,198,84,29,33,3,494
UCL114024,10,4,3,0,0,0,24,0,0,0,0,0,0,0,4,3,3,0,5,0,16,12,5,3,4,3,0,23,23,24,6,8,8,0,69,32,40,12,15,9,0,112,46,55,16,18,7,0,150,37,82,10,16,8,0,156,31,52,8,4,3,0,97,30,43,9,8,3,0,89,9,19,6,8,3,0,33,20,47,8,8,0,0,89,4,6,0,0,0,0,13,0,5,0,0,0,0,7,9,14,0,0,0,0,22,7,7,4,0,6,0,27,0,3,0,0,0,0,9,5,0,0,0,0,0,7,21,18,4,0,6,0,53,292,440,110,94,52,0,986
UCL114025,4,6,0,0,0,0,23,7,0,0,0,0,0,6,9,0,0,0,0,0,19,0,6,3,0,0,0,11,7,0,0,0,0,0,12,11,19,4,0,0,0,32,9,8,0,0,5,0,30,14,16,4,5,3,0,44,13,21,12,9,3,0,57,15,29,9,5,5,0,64,14,35,10,0,0,0,65,17,68,13,8,7,0,110,3,26,4,6,0,0,43,14,25,4,0,0,0,37,10,83,10,8,6,0,110,18,66,16,5,0,0,107,9,16,0,0,0,0,24,3,11,4,0,0,0,11,6,35,7,3,4,0,58,182,478,113,50,42,3,865
UCL114026,6,4,0,3,0,0,16,4,0,4,0,0,0,7,0,4,0,0,0,0,7,7,0,0,5,0,0,10,3,3,0,0,5,0,14,0,0,0,0,4,0,9,8,6,6,6,0,0,16,7,8,5,0,0,0,22,7,16,4,3,3,0,31,17,14,8,4,0,0,40,3,15,7,9,0,0,32,18,23,9,6,0,0,51,8,24,0,0,0,0,38,11,21,0,0,0,0,30,36,50,15,0,0,0,102,24,72,21,8,0,0,120,6,23,8,0,0,0,39,5,11,0,0,0,0,23,18,14,9,3,4,0,41,189,296,104,37,31,0,654
UCL114027,10,3,0,0,0,0,16,3,0,0,0,0,0,3,4,0,3,0,0,0,8,5,7,0,0,0,0,5,10,4,3,6,0,0,21,10,0,0,0,0,0,20,8,5,0,0,3,5,23,8,7,8,3,0,0,31,9,3,6,0,0,0,26,6,14,8,6,0,0,46,11,14,3,4,0,0,30,18,31,13,0,0,0,61,6,6,0,0,0,0,15,0,13,3,0,0,0,20,13,17,4,0,0,0,32,20,17,4,0,0,0,45,9,3,3,0,0,0,16,10,5,5,0,0,0,18,8,8,5,0,3,0,28,173,168,69,29,24,4,466
UCL114028,12,4,0,0,0,0,14,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,3,0,0,8,0,5,4,0,0,0,15,11,8,6,0,3,0,23,8,17,3,4,3,0,43,17,28,9,3,3,0,64,16,34,7,5,0,0,66,23,26,3,0,5,0,64,9,18,9,0,0,0,36,15,30,17,0,0,0,57,4,12,3,0,0,0,20,0,12,0,0,0,0,15,10,10,4,0,0,0,25,12,13,6,0,0,0,24,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,11,0,0,0,0,26,160,244,78,28,31,3,535
UCL114029,8,0,7,0,4,0,21,3,0,0,0,0,0,6,3,0,3,0,0,0,8,10,0,0,0,0,0,10,6,8,0,0,0,0,18,4,4,8,0,0,0,16,12,10,10,0,4,0,32,13,20,9,3,0,0,43,12,12,8,0,5,0,41,9,23,14,6,10,0,56,7,23,17,4,0,0,46,19,39,17,8,6,0,90,19,32,9,0,0,0,56,13,23,9,0,0,0,47,32,65,25,3,3,0,130,45,106,24,3,0,0,179,25,38,12,0,0,0,78,10,21,8,0,0,0,36,16,22,13,0,3,0,62,264,440,177,37,50,0,968
UCL114030,9,0,0,0,0,0,14,5,0,0,0,0,0,5,7,0,0,0,0,0,10,4,0,0,0,0,0,10,12,0,3,0,3,0,22,11,0,0,6,4,0,22,14,5,0,0,0,0,21,17,18,4,0,0,0,41,11,19,5,0,0,0,43,15,24,0,4,0,0,53,12,18,6,3,3,0,40,16,14,0,0,0,0,36,5,12,0,0,3,0,18,0,5,4,0,0,0,4,4,15,3,0,0,0,21,9,5,5,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,4,3,0,6,0,18,157,151,46,23,20,6,399
