UCL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL122137,..,56,56,36,0,40,10,0,10,10,0,10,3,0,3,0,0,0,60,59,116
UCL122138,..,68,68,55,0,60,15,0,15,9,0,9,3,0,3,5,0,5,83,71,156
UCL122139,..,32,32,46,4,51,14,0,14,7,0,7,6,0,6,0,0,0,77,39,111
UCL122140,..,35,35,15,0,15,8,0,8,7,0,7,6,0,6,0,0,0,43,35,71
UCL122141,..,24,24,53,3,61,20,0,23,24,0,24,8,0,8,0,0,0,109,33,141
UCL122142,..,30,30,19,6,32,7,0,11,11,0,11,4,0,4,0,0,0,41,46,85
UCL122143,..,15,15,20,3,26,12,0,12,4,0,8,3,0,3,4,0,4,45,24,73
UCL122144,..,56,56,76,4,80,19,0,19,12,0,12,8,0,8,6,0,6,114,60,171
UCL122145,..,46,46,39,5,39,13,0,13,8,0,8,0,0,0,0,0,0,57,51,109
UCL122146,..,40,40,39,3,46,9,0,13,4,0,4,3,0,3,4,0,4,64,40,107
UCL122147,..,43,43,30,8,36,7,0,7,3,0,3,8,0,8,0,0,0,46,53,95
UCL122148,..,36,36,34,0,43,8,0,8,3,0,3,0,0,0,0,0,0,54,40,91
UCL122149,..,38,38,44,3,48,14,0,19,12,0,12,7,0,7,5,0,5,86,41,129
UCL122150,..,32,32,63,0,68,32,0,32,30,0,30,14,0,14,0,0,0,137,37,171
UCL122151,..,53,53,51,0,56,9,0,12,0,0,0,8,0,8,0,0,0,71,56,127
UCL122152,..,51,51,54,0,57,19,0,20,4,0,4,3,0,3,0,0,0,86,53,136
UCL122153,..,33,33,47,7,55,23,0,23,20,0,20,5,0,5,4,0,4,99,40,141
UCL122154,..,38,38,56,7,64,29,0,26,25,0,25,0,0,0,0,0,0,111,43,160
UCL122155,..,50,50,92,0,91,30,0,30,16,0,16,9,0,9,0,0,0,142,53,198
UCL122156,..,49,49,54,0,64,23,0,23,19,0,19,13,0,13,7,0,9,111,55,169
UCL122157,..,7,7,29,0,29,20,0,20,35,0,35,15,0,15,10,0,10,112,7,122
UCL122158,..,29,29,39,0,40,10,0,10,5,0,5,5,0,5,0,0,0,61,28,89
UCL131001,..,38519,38519,71007,3637,74646,26508,435,26944,27224,162,27382,15399,56,15455,9678,41,9712,149805,42853,192660
UCL179997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,..,418583,418583,473097,47656,520757,266304,16098,282404,279673,7035,286706,105611,2412,108021,51121,1117,52237,1175801,492909,1668713
UCL203001,..,13059,13059,13025,1220,14248,5643,321,5966,5331,117,5442,2259,31,2290,820,22,847,27086,14769,41851
UCL203002,..,11785,11785,12408,1038,13450,5482,251,5734,5026,81,5105,2168,22,2189,996,15,1011,26085,13184,39271
UCL203003,..,20612,20612,21060,1909,22973,10229,739,10968,9521,390,9910,3686,123,3805,1449,67,1515,45942,23842,69783
UCL211001,..,4359,4359,4651,339,4988,2136,60,2192,1939,14,1960,826,8,832,370,0,370,9925,4766,14696
UCL211002,..,5103,5103,6368,547,6915,4586,81,4670,4286,23,4307,2077,7,2082,1584,0,1593,18894,5760,24655
UCL212001,..,1907,1907,2444,135,2573,1330,16,1344,1361,6,1365,551,0,554,209,0,213,5896,2064,7964
UCL212002,..,1734,1734,1928,113,2041,694,28,717,602,12,613,278,0,278,114,3,117,3614,1892,5505
UCL212003,..,4324,4324,4398,354,4752,1835,93,1929,1577,30,1605,743,27,767,403,26,431,8955,4853,13808
UCL212004,..,1879,1879,2937,127,3059,1017,29,1048,1430,14,1446,542,0,541,130,0,130,6056,2049,8107
UCL212005,..,5305,5305,5518,430,5947,2559,135,2695,2402,45,2443,1110,12,1123,715,13,729,12303,5937,18240
UCL212006,..,3061,3061,4235,261,4493,2437,37,2478,2501,8,2514,966,0,967,345,0,348,10484,3376,13864
UCL212007,..,1548,1548,2547,151,2697,1140,78,1211,1619,43,1662,658,6,669,126,7,135,6091,1827,7922
UCL212008,..,3373,3373,3510,259,3765,1460,37,1494,1449,10,1458,568,7,569,220,3,223,7207,3688,10889
UCL212009,..,4092,4092,4337,303,4637,1780,84,1856,1574,34,1606,686,11,699,234,4,245,8608,4529,13131
UCL213001,..,1908,1908,1869,127,2000,699,29,729,564,9,570,265,0,262,126,6,134,3523,2082,5602
UCL213002,..,1603,1603,1511,117,1623,551,17,568,425,3,426,140,0,140,54,0,55,2672,1740,4414
UCL213003,..,1731,1731,1510,135,1646,605,29,635,542,20,561,274,13,289,124,4,127,3058,1925,4985
UCL213004,..,1422,1422,1960,98,2058,798,14,808,716,3,721,350,0,353,188,0,188,4012,1539,5553
UCL213005,..,1602,1602,2443,123,2572,929,9,934,822,4,824,371,0,371,126,0,126,4699,1741,6438
UCL213006,..,689,689,1072,32,1103,580,9,580,854,0,854,359,0,359,110,0,110,2976,724,3698
UCL213007,..,2256,2256,2133,171,2304,897,30,925,749,9,760,363,3,363,110,0,110,4254,2464,6719
UCL213008,..,1232,1232,1749,101,1851,978,20,996,1037,0,1037,419,0,419,159,0,158,4340,1356,5695
UCL213009,..,1070,1070,1595,70,1660,719,15,731,780,3,783,306,0,304,82,0,82,3474,1160,4635
UCL213010,..,2701,2701,2019,163,2192,829,11,843,630,7,639,251,4,251,126,7,132,3860,2893,6756
UCL213011,..,2171,2171,1777,144,1932,682,19,711,512,4,519,237,7,238,143,4,147,3357,2350,5712
UCL213012,..,1437,1437,1500,104,1610,557,11,567,454,3,461,156,0,159,75,0,74,2752,1556,4303
UCL213013,..,1928,1928,1855,134,1985,758,19,780,633,3,640,286,0,290,109,0,110,3640,2090,5733
UCL213014,..,1312,1312,1398,108,1505,566,26,590,482,7,492,241,0,243,99,0,99,2785,1461,4246
UCL213015,..,770,770,1351,79,1428,881,6,886,989,0,989,456,0,456,253,0,253,3929,857,4780
UCL213016,..,2799,2799,2620,165,2778,982,31,1011,907,7,915,428,4,433,149,3,149,5087,3001,8087
UCL213017,..,1965,1965,2488,120,2605,1001,23,1029,1014,14,1022,457,6,461,175,0,177,5130,2130,7264
UCL213018,..,1021,1021,1397,66,1465,353,5,360,329,0,329,188,0,188,70,0,70,2338,1098,3437
UCL214001,..,1049,1049,986,64,1048,356,14,370,293,6,299,126,4,126,49,0,50,1808,1140,2950
UCL214002,..,270,270,597,16,612,313,0,313,449,0,449,233,0,233,74,0,74,1670,284,1961
UCL214003,..,1581,1581,1505,112,1617,437,10,446,347,5,352,155,0,158,59,0,65,2503,1709,4212
UCL214004,..,809,809,754,59,813,216,8,226,210,7,217,102,0,105,61,3,63,1342,896,2235
UCL214005,..,107,107,158,8,172,52,0,52,41,0,41,27,0,27,5,0,5,291,116,405
UCL214006,..,991,991,1125,55,1178,273,11,283,233,3,235,113,0,113,39,0,39,1782,1054,2836
UCL214007,..,399,399,589,41,632,368,4,372,296,0,296,111,0,111,53,0,53,1413,445,1862
UCL214008,..,1513,1513,1326,73,1402,501,17,511,395,0,399,182,0,183,71,0,71,2471,1604,4072
UCL214009,..,929,929,1161,58,1218,481,8,487,435,3,435,182,0,183,87,0,87,2344,998,3348
UCL214010,..,771,771,1052,32,1082,223,4,227,258,4,262,115,0,118,36,0,36,1678,809,2493
UCL214011,..,864,864,1038,54,1090,474,7,478,488,0,491,208,0,208,103,0,103,2312,919,3231
UCL214012,..,877,877,862,40,905,292,0,296,268,0,268,122,0,122,54,0,54,1599,918,2519
UCL214013,..,653,653,669,43,712,282,9,297,271,0,274,82,0,82,37,9,39,1338,712,2052
UCL214014,..,1010,1010,978,65,1043,279,5,283,226,0,226,101,0,101,48,0,48,1631,1087,2719
UCL214015,..,775,775,776,42,815,271,4,282,264,0,268,125,0,125,54,0,56,1494,826,2317
UCL214016,..,1390,1390,1172,91,1266,354,10,360,295,3,295,125,0,125,60,0,59,2000,1497,3496
UCL214017,..,684,684,999,16,1017,215,0,219,192,0,192,88,0,88,17,0,17,1512,700,2214
UCL214018,..,1257,1257,1820,83,1902,377,4,383,286,0,284,101,0,101,43,0,46,2624,1347,3973
UCL214019,..,868,868,798,62,859,325,22,345,226,9,234,107,0,111,40,7,49,1502,967,2465
UCL214020,..,883,883,803,59,866,270,11,281,202,5,211,98,0,98,44,0,47,1421,968,2384
UCL214021,..,479,479,586,28,604,298,3,306,326,0,324,150,0,150,63,0,68,1424,509,1936
UCL214022,..,1363,1363,1247,91,1340,433,12,450,300,3,303,161,3,160,54,0,54,2199,1478,3675
UCL215001,..,170,170,249,3,255,72,0,72,59,0,63,15,0,15,0,0,0,399,176,571
UCL215002,..,431,431,375,21,396,116,0,115,108,0,107,40,0,43,11,0,11,651,452,1106
UCL215003,..,354,354,516,24,540,127,9,138,145,0,139,52,0,50,17,3,19,850,392,1244
UCL215004,..,251,251,205,15,221,46,3,49,64,4,61,13,0,13,8,0,8,340,268,609
UCL215005,..,180,180,173,6,179,34,0,34,42,0,42,23,0,23,17,0,17,284,184,467
UCL215006,..,316,316,365,22,387,136,0,138,127,0,127,60,0,60,20,0,20,715,338,1055
UCL215007,..,220,220,367,11,374,119,3,123,141,0,141,64,0,64,16,0,16,705,228,937
UCL215008,..,81,81,234,6,240,93,0,93,149,0,149,59,0,59,30,0,30,561,82,645
UCL215009,..,118,118,170,9,177,37,0,35,30,0,30,24,0,24,9,0,9,265,125,389
UCL215010,..,66,66,190,0,195,81,0,83,189,0,189,91,0,91,27,0,27,585,72,657
UCL215011,..,209,209,196,14,203,45,3,46,41,0,41,12,0,12,8,0,8,299,227,521
UCL215012,..,472,472,528,24,550,128,9,135,159,0,159,62,0,68,12,0,12,889,505,1392
UCL215013,..,131,131,297,13,311,281,3,287,322,0,324,140,0,140,68,0,68,1110,145,1252
UCL215014,..,82,82,133,4,136,83,4,87,85,0,85,28,0,28,11,0,11,343,89,433
UCL215015,..,314,314,401,22,422,111,3,115,105,3,105,37,0,39,15,0,13,661,344,1007
UCL215016,..,469,469,496,31,520,224,0,223,212,0,211,104,0,104,55,0,55,1084,505,1589
UCL215017,..,174,174,294,6,302,102,0,106,174,0,174,79,0,79,44,0,44,697,186,883
UCL215018,..,472,472,442,29,466,130,3,138,100,0,102,51,0,51,27,0,27,746,505,1252
UCL215019,..,216,216,284,16,300,102,9,107,138,0,138,43,0,43,8,0,8,579,239,818
UCL215020,..,267,267,201,18,217,54,0,57,37,0,36,12,0,12,11,0,11,322,289,612
UCL215021,..,180,180,174,16,187,63,0,63,40,0,40,16,0,16,19,0,19,317,199,513
UCL215022,..,536,536,634,53,686,272,10,286,215,0,211,78,0,78,42,0,42,1237,594,1828
UCL215023,..,214,214,223,10,226,64,0,64,60,0,60,37,0,37,18,0,18,402,220,623
UCL215024,..,322,322,298,14,313,82,0,86,62,0,62,26,0,26,6,0,6,481,342,823
UCL215025,..,126,126,200,15,210,39,0,39,36,0,36,20,0,20,12,0,12,304,134,440
UCL215026,..,184,184,172,10,186,65,0,65,36,0,36,11,0,11,6,0,6,292,193,484
UCL215027,..,208,208,157,4,170,52,0,54,48,0,48,15,0,15,6,0,6,273,216,490
UCL215028,..,415,415,408,27,437,116,0,116,111,0,111,53,0,53,13,0,13,711,442,1152
UCL215029,..,663,663,621,47,668,176,6,182,114,0,116,38,0,36,18,0,17,967,720,1693
UCL215030,..,236,236,219,12,232,64,0,63,44,0,44,19,0,19,6,0,6,354,249,604
UCL215031,..,225,225,197,8,202,59,5,61,49,0,49,20,0,20,9,0,9,341,233,571
UCL215032,..,510,510,489,23,509,147,5,154,111,0,111,50,0,50,19,0,19,812,535,1353
UCL215033,..,100,100,236,3,238,157,0,157,253,0,253,103,0,103,33,0,33,787,101,888
UCL215034,..,288,288,202,12,216,42,0,42,36,0,36,6,0,6,11,0,11,297,300,597
UCL215035,..,118,118,186,3,190,79,0,78,95,0,95,46,0,46,29,0,29,433,125,557
UCL215036,..,81,81,122,4,123,67,0,69,83,0,83,36,0,36,8,0,8,317,84,397
UCL215037,..,249,249,212,16,227,75,0,77,45,0,45,17,0,17,10,0,10,358,268,628
UCL215038,..,355,355,288,27,318,89,0,89,39,0,39,19,0,19,17,0,17,457,384,836
UCL215039,..,232,232,194,14,206,63,3,66,69,0,69,25,0,25,14,0,14,367,241,614
UCL215040,..,221,221,184,16,201,49,0,49,51,0,51,14,0,14,10,0,10,316,233,553
UCL215041,..,612,612,499,43,541,167,0,168,133,0,133,71,0,71,41,0,41,905,652,1557
UCL215042,..,99,99,147,14,158,68,3,66,75,0,75,30,0,30,15,0,15,340,114,450
UCL215043,..,262,262,323,23,341,205,0,206,210,0,210,92,0,92,47,0,47,875,287,1157
UCL215044,..,164,164,226,6,233,97,0,101,99,0,99,41,0,41,19,0,19,481,170,652
UCL215045,..,531,531,518,36,553,181,4,185,172,0,172,101,0,101,30,0,30,1002,572,1575
UCL215046,..,151,151,222,10,224,110,0,111,99,0,99,41,0,41,15,0,15,480,162,649
UCL215047,..,146,146,264,12,275,129,0,129,131,0,131,52,0,52,31,0,31,606,151,757
UCL215048,..,192,192,208,19,224,113,0,113,101,0,101,50,0,50,21,0,21,491,205,698
UCL215049,..,172,172,173,16,186,48,7,56,41,0,44,18,0,18,6,0,6,279,195,476
UCL215050,..,184,184,375,17,389,122,0,122,203,0,206,89,0,89,29,0,29,810,201,1008
UCL215051,..,606,606,668,30,699,189,8,195,193,0,193,111,0,113,38,0,38,1202,643,1848
UCL215052,..,275,275,262,19,283,71,0,71,29,0,29,15,0,15,10,0,10,383,296,677
UCL215053,..,536,536,574,26,598,175,11,180,162,5,166,92,0,92,28,0,28,1031,577,1603
UCL215054,..,285,285,265,18,281,105,3,108,78,0,78,46,0,46,15,0,15,503,304,805
UCL215055,..,181,181,353,9,366,62,0,62,57,0,57,17,0,17,9,0,9,495,188,686
UCL215056,..,217,217,190,15,207,91,0,96,59,0,59,35,0,35,14,0,14,388,238,630
UCL215057,..,221,221,230,6,238,77,0,77,69,0,69,55,0,55,20,0,20,449,228,675
UCL215058,..,191,191,174,8,185,52,0,54,28,0,28,24,0,24,16,0,16,293,205,495
UCL215059,..,325,325,365,24,384,77,6,87,89,0,89,41,0,41,19,0,19,592,350,944
UCL215060,..,390,390,451,20,470,132,7,139,111,0,111,65,0,65,17,0,17,776,414,1191
UCL215061,..,319,319,301,19,323,96,6,98,67,0,67,41,0,41,12,0,12,522,347,869
UCL215062,..,263,263,193,14,208,59,3,64,72,0,72,32,0,32,18,0,18,370,282,652
UCL215063,..,100,100,143,3,145,56,0,56,57,0,57,24,0,24,14,0,14,292,107,399
UCL215064,..,270,270,270,26,292,87,4,94,82,0,82,32,0,35,18,0,22,486,303,788
UCL215065,..,582,582,556,28,590,178,4,185,144,0,146,51,5,56,32,0,35,968,621,1589
UCL215066,..,379,379,285,26,309,81,0,81,58,0,59,33,0,33,20,0,20,475,406,881
UCL215067,..,175,175,156,10,169,37,0,43,25,0,25,23,0,23,4,0,4,249,187,431
UCL215068,..,559,559,758,38,796,132,5,136,91,0,91,35,0,35,15,0,15,1036,600,1632
UCL215069,..,413,413,531,21,555,117,0,122,165,0,165,78,0,78,13,0,13,903,437,1344
UCL215070,..,382,382,359,24,382,152,0,156,130,3,131,65,0,68,33,0,33,744,415,1162
UCL215071,..,216,216,417,13,434,224,4,227,236,0,236,103,0,103,36,0,36,1012,233,1248
UCL215072,..,181,181,166,24,189,83,13,97,82,11,96,51,4,61,61,8,67,444,253,699
UCL215073,..,424,424,445,27,468,114,0,114,96,4,97,52,3,50,22,0,22,731,456,1185
UCL215074,..,315,315,586,28,613,278,3,279,323,0,323,146,0,146,58,0,58,1382,344,1729
UCL215075,..,153,153,177,16,198,68,0,68,54,0,54,17,0,17,14,0,14,329,171,502
UCL215076,..,302,302,350,14,362,110,4,111,103,0,103,58,0,58,12,0,12,634,323,951
UCL215077,..,201,201,273,14,284,78,0,78,75,0,75,18,0,18,12,0,12,452,217,670
UCL215078,..,97,97,201,14,214,107,0,101,142,0,142,66,0,66,22,0,22,536,108,647
UCL215079,..,428,428,313,15,332,83,4,93,84,0,87,34,0,34,11,0,11,526,453,969
UCL215080,..,245,245,305,21,323,106,0,103,127,0,127,49,0,49,23,0,23,612,260,871
UCL215081,..,510,510,573,31,610,212,4,216,211,0,215,91,0,91,28,0,28,1120,553,1673
UCL215082,..,85,85,203,6,207,129,0,133,169,0,169,68,0,68,32,0,32,607,91,693
UCL215083,..,286,286,312,21,337,91,6,92,74,0,74,40,0,40,17,0,17,535,310,843
UCL215084,..,190,190,148,3,152,69,0,70,63,0,63,30,0,30,14,0,14,324,196,522
UCL215085,..,73,73,102,9,112,68,0,73,81,0,81,39,0,39,15,0,15,314,77,381
UCL215086,..,427,427,486,35,522,201,0,203,195,0,195,88,0,88,46,0,47,1021,460,1474
UCL215087,..,80,80,184,8,189,89,0,93,109,0,109,46,0,46,25,0,25,457,92,549
UCL215088,..,292,292,237,20,261,104,0,104,73,0,73,30,0,30,9,0,9,458,311,767
UCL215089,..,399,399,331,15,345,104,0,109,76,0,76,34,0,34,9,0,9,555,415,971
UCL215090,..,234,234,277,16,296,115,0,115,101,0,101,44,0,44,14,0,14,549,255,806
UCL215091,..,38,38,167,0,170,65,0,65,138,0,138,51,0,51,18,0,18,438,41,478
UCL215092,..,441,441,606,25,634,283,0,286,283,0,283,106,0,109,28,0,28,1311,473,1777
UCL215093,..,352,352,462,24,485,264,0,266,267,0,273,118,0,117,41,0,41,1154,377,1536
UCL215094,..,77,77,130,5,135,62,0,63,56,0,56,32,0,32,12,0,12,285,82,368
UCL215095,..,148,148,139,14,156,58,0,58,64,0,64,20,0,20,13,0,13,286,164,451
UCL215096,..,180,180,309,11,318,138,0,141,152,0,152,69,0,69,20,0,20,682,195,874
UCL215097,..,319,319,356,18,373,164,0,168,193,0,193,75,0,75,40,0,40,827,340,1173
UCL215098,..,174,174,203,5,207,67,0,67,72,0,71,30,0,30,12,0,12,389,181,568
UCL215099,..,319,319,259,16,277,65,3,71,58,0,58,26,0,26,11,0,11,424,343,768
UCL215100,..,240,240,178,15,192,63,0,58,47,0,47,19,0,19,8,0,8,310,257,565
UCL221001,..,47,47,86,3,95,45,0,45,40,0,40,25,0,25,5,0,5,200,48,253
UCL221002,..,111,111,129,3,135,64,0,64,35,0,35,13,0,13,11,0,11,247,116,360
UCL221003,..,44,44,70,7,70,27,0,34,35,0,35,11,0,11,3,0,3,146,54,200
UCL221004,..,29,29,94,4,100,52,0,52,83,0,83,53,0,53,18,0,18,298,36,332
UCL221005,..,106,106,97,8,105,34,0,34,22,0,22,14,0,14,12,0,12,167,110,282
UCL221006,..,76,76,78,7,81,27,0,31,37,0,37,24,0,24,0,0,0,170,85,249
UCL221007,..,89,89,75,0,72,19,0,19,20,0,20,21,0,21,0,0,0,133,92,216
UCL221008,..,114,114,108,6,115,29,0,29,25,0,28,12,0,12,6,0,6,176,118,298
UCL221009,..,69,69,83,5,88,32,0,32,26,0,28,16,0,16,7,0,7,166,74,236
UCL221010,..,70,70,77,0,81,41,0,41,30,0,30,11,0,11,0,0,0,157,72,229
UCL221011,..,25,25,66,4,73,30,0,30,45,0,45,16,0,16,10,0,10,172,28,199
UCL221012,..,18,18,60,0,61,26,0,26,32,0,32,13,0,13,10,0,10,137,21,155
UCL221013,..,51,51,67,12,74,41,0,41,33,0,33,14,0,14,10,0,10,159,62,221
UCL221014,..,135,135,154,10,162,47,0,50,38,0,38,15,0,15,3,0,3,261,150,411
UCL221015,..,37,37,90,0,90,21,0,21,16,0,16,9,0,9,0,0,0,145,37,184
UCL221016,..,31,31,72,4,74,44,0,44,72,0,72,43,0,43,15,0,15,246,29,276
UCL221017,..,118,118,116,5,123,52,0,52,42,0,42,20,0,20,7,0,7,245,120,367
UCL221018,..,172,172,172,17,189,43,0,43,22,0,23,11,0,11,5,0,5,255,190,443
UCL221019,..,163,163,144,10,154,56,0,55,18,0,18,15,0,15,6,0,6,248,177,419
UCL221020,..,192,192,139,11,153,33,0,33,23,0,23,11,0,11,7,0,7,211,206,413
UCL221021,..,91,91,103,7,111,41,0,36,42,0,42,12,0,12,4,0,4,198,100,302
UCL221022,..,81,81,78,7,87,24,0,21,23,0,23,11,0,11,0,0,0,138,85,231
UCL221023,..,158,158,109,10,109,37,0,37,17,0,17,6,0,6,3,0,3,166,159,327
UCL221024,..,111,111,218,10,226,38,0,38,24,0,24,16,0,16,6,0,6,296,121,424
UCL221025,..,155,155,100,9,112,24,0,24,21,0,21,11,0,11,6,0,6,160,166,332
UCL221026,..,159,159,109,7,124,22,0,22,15,5,17,13,0,14,0,0,0,163,170,331
UCL221027,..,125,125,109,4,121,32,0,32,26,0,26,11,0,11,6,0,6,186,130,317
UCL221028,..,89,89,158,4,162,29,0,33,22,0,22,9,0,9,6,0,6,223,89,315
UCL221029,..,41,41,87,5,91,36,0,36,51,0,51,20,0,20,7,0,7,198,45,246
UCL221030,..,121,121,117,10,128,12,0,12,10,0,10,3,0,3,0,0,0,141,130,267
UCL221031,..,42,42,68,0,70,39,0,39,31,0,31,12,0,12,7,0,7,164,43,203
UCL221032,..,61,61,73,3,75,31,0,31,34,0,34,9,0,9,8,0,8,157,68,220
UCL221033,..,103,103,93,3,100,27,0,27,6,0,6,8,0,8,5,0,5,138,105,244
UCL221034,..,20,20,58,0,57,49,0,49,76,0,76,40,0,40,18,0,18,240,19,254
UCL221035,..,126,126,100,6,107,35,0,35,32,0,27,5,0,5,11,0,11,183,138,317
UCL221036,..,47,47,93,0,91,43,0,43,42,0,42,28,0,28,9,0,9,215,49,263
UCL221037,..,125,125,112,8,124,32,0,32,22,0,22,7,0,7,0,0,0,183,135,317
UCL221038,..,39,39,85,4,91,51,0,51,63,0,63,25,0,25,11,0,11,234,48,288
UCL221039,..,78,78,108,6,111,32,0,32,33,0,33,19,0,19,0,0,0,198,81,280
UCL221040,..,85,85,111,3,116,31,0,31,23,0,23,16,0,16,6,0,6,186,90,275
UCL221041,..,35,35,72,0,75,47,0,47,39,0,39,17,0,17,11,0,11,181,39,214
UCL221042,..,53,53,84,3,87,21,0,22,23,0,23,13,0,13,6,0,9,143,58,202
UCL221043,..,239,239,218,21,241,30,0,30,9,0,9,0,0,0,4,0,4,264,254,521
UCL221044,..,193,193,188,4,194,48,0,52,30,0,30,12,0,12,0,0,0,290,198,485
UCL221045,..,76,76,107,4,113,45,0,46,44,0,44,13,0,13,0,0,0,206,87,292
UCL221046,..,65,65,143,3,144,85,0,89,114,0,114,49,0,49,19,0,19,418,71,486
UCL221047,..,22,22,54,0,56,34,0,34,47,0,47,21,0,21,7,0,7,172,26,196
UCL221048,..,51,51,79,6,84,20,0,20,23,0,23,14,0,14,9,0,9,143,60,201
UCL221049,..,23,23,67,4,71,38,0,38,62,0,62,22,0,22,5,0,5,194,26,223
UCL221050,..,133,133,106,8,117,42,0,42,23,0,23,18,0,18,4,0,4,197,141,338
UCL221051,..,129,129,107,9,120,36,0,36,33,0,33,15,0,15,6,0,6,205,141,343
UCL221052,..,45,45,62,6,68,24,0,24,27,0,27,15,0,15,6,0,6,140,44,186
UCL221053,..,70,70,170,5,177,35,0,33,30,0,30,3,0,3,4,0,4,242,74,324
UCL221054,..,118,118,82,9,84,40,0,40,34,0,34,9,0,9,4,0,4,167,127,291
UCL221055,..,17,17,54,0,56,33,0,33,55,0,55,28,0,28,8,0,8,180,20,198
UCL221056,..,64,64,55,4,65,16,3,15,15,0,15,15,0,15,4,0,4,111,73,184
UCL221057,..,38,38,75,5,78,44,0,44,46,0,46,23,0,23,12,0,12,200,40,244
UCL221058,..,29,29,73,0,71,25,0,25,25,0,25,17,0,17,4,0,4,143,34,173
UCL221059,..,69,69,111,4,112,38,3,36,53,0,53,11,0,11,6,0,6,214,77,286
UCL221060,..,108,108,146,0,147,23,0,23,8,0,8,8,0,8,0,0,0,180,113,291
UCL221061,..,85,85,152,3,160,22,0,22,26,0,26,4,0,4,3,0,3,212,92,299
UCL221062,..,196,196,136,13,148,33,0,40,33,0,33,11,0,11,4,0,4,230,208,436
UCL221063,..,95,95,92,3,95,30,3,26,14,0,22,9,0,9,3,0,3,148,102,249
UCL221064,..,32,32,72,3,80,32,0,39,52,0,52,14,0,14,11,0,11,188,42,228
UCL221065,..,48,48,95,0,95,13,0,13,24,0,24,4,0,4,3,0,3,140,51,190
UCL221066,..,53,53,84,0,87,43,0,43,45,0,45,20,0,20,9,0,9,194,55,248
UCL221067,..,71,71,65,4,67,23,0,23,29,0,29,23,0,23,4,0,4,145,73,215
UCL221068,..,73,73,54,9,68,24,0,24,28,0,28,24,0,24,8,0,8,127,78,209
UCL221069,..,118,118,135,8,141,50,0,47,49,3,53,19,0,19,6,0,6,255,134,390
UCL221070,..,140,140,149,6,155,46,0,47,27,0,27,16,0,16,9,0,9,257,146,406
UCL221071,..,107,107,123,9,127,47,0,47,26,0,26,23,0,23,4,0,4,219,117,331
UCL221072,..,46,46,71,6,77,31,0,31,30,0,30,12,0,12,0,0,0,139,47,190
UCL221073,..,12,12,59,4,57,25,0,25,33,0,35,19,0,19,6,0,6,137,18,158
UCL221074,..,120,120,145,4,150,36,0,36,24,0,24,7,0,7,10,0,10,227,124,352
UCL221075,..,108,108,157,10,165,31,0,31,33,0,33,12,0,12,3,0,3,235,123,355
UCL221076,..,176,176,169,8,178,33,0,33,30,0,30,0,0,0,5,0,5,235,189,423
UCL221077,..,130,130,109,8,121,22,0,24,22,0,22,3,0,3,6,0,6,169,143,312
UCL221078,..,60,60,79,7,82,29,0,29,33,0,33,9,0,9,3,0,3,154,61,214
UCL221079,..,123,123,103,8,106,26,0,28,15,0,15,4,0,4,6,0,6,158,133,286
UCL221080,..,91,91,106,9,110,22,0,22,16,0,16,15,0,15,5,0,5,157,96,260
UCL221081,..,97,97,87,9,97,27,0,27,17,0,17,9,0,9,3,0,3,138,106,248
UCL221082,..,139,139,102,3,112,41,0,41,48,0,48,23,0,23,6,0,6,223,142,365
UCL221083,..,134,134,165,3,166,45,0,46,53,0,53,22,0,22,6,0,6,296,137,434
UCL221084,..,90,90,100,3,101,45,0,45,54,0,54,16,0,16,8,0,8,223,91,319
UCL222001,..,5,5,48,0,48,15,0,13,14,0,14,11,0,11,5,0,5,87,6,95
UCL222002,..,28,28,60,0,65,23,0,23,20,0,20,14,0,14,0,0,0,119,35,148
UCL222003,..,27,27,30,0,32,29,0,29,13,0,13,7,0,7,10,0,10,88,26,115
UCL222004,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,..,40,40,29,3,35,18,0,18,10,0,10,3,0,3,0,0,0,55,46,104
UCL222006,..,37,37,58,4,55,19,0,19,25,0,25,7,0,7,3,0,3,107,39,152
UCL222007,..,15,15,40,0,43,15,0,15,7,0,7,5,0,5,0,0,0,67,18,81
UCL222008,..,61,61,52,5,54,20,0,20,16,0,16,7,0,7,0,0,0,94,65,164
UCL222009,..,37,37,54,3,63,18,0,21,8,0,8,7,0,7,4,0,4,91,42,136
UCL222010,..,19,19,42,0,40,27,0,27,24,0,24,10,0,10,4,0,4,102,20,126
